"","tl","delta","prob_R0_above1"
"256",5,-35,0
"257",5,-34,0
"258",5,-33,0.0909090909090909
"259",5,-32,0.166666666666667
"260",5,-31,0
"261",5,-30,0.0833333333333333
"262",5,-29,0.0526315789473684
"263",5,-28,0.0689655172413793
"264",5,-27,0.0789473684210526
"265",5,-26,0.0512820512820513
"266",5,-25,0.0887096774193548
"267",5,-24,0.107594936708861
"268",5,-23,0.13903743315508
"269",5,-22,0.162280701754386
"270",5,-21,0.152112676056338
"271",5,-20,0.130541871921182
"272",5,-19,0.169556840077071
"273",5,-18,0.237366003062787
"274",5,-17,0.219123505976096
"275",5,-16,0.232124352331606
"276",5,-15,0.227739726027397
"277",5,-14,0.287257019438445
"278",5,-13,0.306196840826245
"279",5,-12,0.30761421319797
"280",5,-11,0.334084761045987
"281",5,-10,0.370094191522763
"282",5,-9,0.378616796047989
"283",5,-8,0.39724184325597
"284",5,-7,0.436924054655227
"285",5,-6,0.452999104744852
"286",5,-5,0.487797529376318
"287",5,-4,0.50159930212271
"288",5,-3,0.53674900884416
"289",5,-2,0.57409793814433
"290",5,-1,0.602499155690645
"291",5,0,0.630131826741996
"292",5,1,0.684276206322795
"293",5,2,0.700383509108341
"294",5,3,0.730964467005076
"295",5,4,0.758575197889182
"296",5,5,0.792611251049538
"297",5,6,0.801683816651076
"298",5,7,0.822360248447205
"299",5,8,0.856012658227848
"300",5,9,0.861855670103093
"301",5,10,0.855227882037534
"302",5,11,0.893536121673004
"303",5,12,0.92093023255814
"304",5,13,0.917241379310345
"305",5,14,0.965217391304348
"306",5,15,0.922077922077922
"307",5,16,0.958333333333333
"308",5,17,1
"309",5,18,0.956521739130435
"310",5,19,1
"311",5,20,0.923076923076923
"312",5,21,1
"313",5,22,1
"314",5,23,1
"315",5,24,1
"316",5,26,1
"317",5,27,1
"318",6,-46,0
"319",6,-45,0
"320",6,-41,0
"321",6,-40,1
"322",6,-39,0
"323",6,-38,0
"324",6,-37,0.333333333333333
"325",6,-36,0
"326",6,-35,0
"327",6,-34,0
"328",6,-33,0
"329",6,-32,0.0952380952380952
"330",6,-31,0.03125
"331",6,-30,0.0731707317073171
"332",6,-29,0.0161290322580645
"333",6,-28,0.0649350649350649
"334",6,-27,0.0689655172413793
"335",6,-26,0.0806451612903226
"336",6,-25,0.0783132530120482
"337",6,-24,0.0614525139664804
"338",6,-23,0.0833333333333333
"339",6,-22,0.0862068965517241
"340",6,-21,0.116477272727273
"341",6,-20,0.132382892057026
"342",6,-19,0.145242070116861
"343",6,-18,0.183510638297872
"344",6,-17,0.16013437849944
"345",6,-16,0.186500888099467
"346",6,-15,0.21875
"347",6,-14,0.222523744911805
"348",6,-13,0.265066964285714
"349",6,-12,0.276156941649899
"350",6,-11,0.281879194630872
"351",6,-10,0.346913580246914
"352",6,-9,0.357090374724467
"353",6,-8,0.379166666666667
"354",6,-7,0.432830820770519
"355",6,-6,0.447685478757134
"356",6,-5,0.478860006263702
"357",6,-4,0.518218623481781
"358",6,-3,0.584067907280444
"359",6,-2,0.595295745416811
"360",6,-1,0.624511545293073
"361",6,0,0.652996845425868
"362",6,1,0.701332187365707
"363",6,2,0.745002437835202
"364",6,3,0.792222867092281
"365",6,4,0.80722114764668
"366",6,5,0.830414012738854
"367",6,6,0.862007168458781
"368",6,7,0.893203883495146
"369",6,8,0.891654465592972
"370",6,9,0.916974169741697
"371",6,10,0.928909952606635
"372",6,11,0.930722891566265
"373",6,12,0.971428571428571
"374",6,13,0.973544973544973
"375",6,14,0.95
"376",6,15,0.981818181818182
"377",6,16,0.96875
"378",6,17,1
"379",6,18,1
"380",6,19,1
"381",6,20,1
"382",6,21,1
"383",6,22,1
"384",6,23,1
"385",6,24,1
"386",6,25,1
"387",6,26,1
"388",6,27,1
"389",6,28,1
"390",6,32,1
"391",7,-51,0
"392",7,-43,0
"393",7,-42,0
"394",7,-41,0
"395",7,-40,0
"396",7,-39,0
"397",7,-38,0
"398",7,-37,0
"399",7,-36,0
"400",7,-35,0.0625
"401",7,-34,0
"402",7,-33,0.0769230769230769
"403",7,-32,0.032258064516129
"404",7,-31,0
"405",7,-30,0.0222222222222222
"406",7,-29,0.0163934426229508
"407",7,-28,0.0204081632653061
"408",7,-27,0.0396825396825397
"409",7,-26,0.0197368421052632
"410",7,-25,0.0327868852459016
"411",7,-24,0.069672131147541
"412",7,-23,0.0462633451957295
"413",7,-22,0.0852130325814536
"414",7,-21,0.0774193548387097
"415",7,-20,0.0834782608695652
"416",7,-19,0.136436597110754
"417",7,-18,0.114914425427873
"418",7,-17,0.128486055776892
"419",7,-16,0.144726083401472
"420",7,-15,0.186217008797654
"421",7,-14,0.21015873015873
"422",7,-13,0.211099020674646
"423",7,-12,0.233583959899749
"424",7,-11,0.257283729269386
"425",7,-10,0.299795501022495
"426",7,-9,0.347364280094414
"427",7,-8,0.384421204471691
"428",7,-7,0.40610578629748
"429",7,-6,0.446471600688468
"430",7,-5,0.494902992436698
"431",7,-4,0.538052509139249
"432",7,-3,0.571829996487531
"433",7,-2,0.614207650273224
"434",7,-1,0.656136087484812
"435",7,0,0.697595951075496
"436",7,1,0.745243619489559
"437",7,2,0.777047522750253
"438",7,3,0.815940366972477
"439",7,4,0.845803513337671
"440",7,5,0.865917602996255
"441",7,6,0.882032667876588
"442",7,7,0.907150480256137
"443",7,8,0.916020671834625
"444",7,9,0.95
"445",7,10,0.966926070038911
"446",7,11,0.980477223427332
"447",7,12,0.973214285714286
"448",7,13,0.987124463519313
"449",7,14,0.966824644549763
"450",7,15,0.982558139534884
"451",7,16,1
"452",7,17,1
"453",7,18,1
"454",7,19,1
"455",7,20,1
"456",7,21,1
"457",7,22,1
"458",7,23,1
"459",7,24,1
"460",7,25,1
"461",7,26,1
"462",7,27,1
"463",7,28,1
"464",7,29,1
"465",7,30,1
"466",8,-45,0
"467",8,-43,0
"468",8,-42,0.5
"469",8,-41,0
"470",8,-40,0
"471",8,-39,0
"472",8,-38,0
"473",8,-37,0
"474",8,-36,0
"475",8,-35,0
"476",8,-34,0
"477",8,-33,0
"478",8,-32,0.0285714285714286
"479",8,-31,0
"480",8,-30,0.0151515151515152
"481",8,-29,0.0111111111111111
"482",8,-28,0.019047619047619
"483",8,-27,0.0144927536231884
"484",8,-26,0.0191387559808612
"485",8,-25,0.00819672131147541
"486",8,-24,0.032051282051282
"487",8,-23,0.0403458213256484
"488",8,-22,0.029082774049217
"489",8,-21,0.0729783037475345
"490",8,-20,0.0617088607594937
"491",8,-19,0.0860215053763441
"492",8,-18,0.104560622914349
"493",8,-17,0.10879848628193
"494",8,-16,0.125512715340443
"495",8,-15,0.135135135135135
"496",8,-14,0.167608286252354
"497",8,-13,0.192696629213483
"498",8,-12,0.203990024937656
"499",8,-11,0.255910987482615
"500",8,-10,0.282945736434109
"501",8,-9,0.326429163214582
"502",8,-8,0.335969868173258
"503",8,-7,0.376204595997035
"504",8,-6,0.446547884187082
"505",8,-5,0.495406100698273
"506",8,-4,0.514976958525346
"507",8,-3,0.582572298325723
"508",8,-2,0.644915932746197
"509",8,-1,0.674067867616255
"510",8,0,0.704494882064976
"511",8,1,0.761995249406176
"512",8,2,0.805351521511018
"513",8,3,0.836521739130435
"514",8,4,0.868706182281708
"515",8,5,0.895251396648045
"516",8,6,0.916666666666667
"517",8,7,0.931665062560154
"518",8,8,0.948237885462555
"519",8,9,0.966794380587484
"520",8,10,0.977848101265823
"521",8,11,0.980392156862745
"522",8,12,0.967462039045553
"523",8,13,0.985207100591716
"524",8,14,0.996124031007752
"525",8,15,0.988372093023256
"526",8,16,0.989071038251366
"527",8,17,0.992700729927007
"528",8,18,1
"529",8,19,0.98780487804878
"530",8,20,1
"531",8,21,1
"532",8,22,1
"533",8,23,1
"534",8,24,1
"535",8,25,1
"536",8,26,1
"537",8,27,1
"538",8,28,1
"539",8,29,1
"540",8,30,1
"541",8,31,1
"542",8,32,1
"543",8,33,1
"544",8,36,1
"545",8,37,1
"546",8,44,1
"547",9,-52,0
"548",9,-47,0
"549",9,-46,0
"550",9,-45,0
"551",9,-44,0
"552",9,-43,0
"553",9,-42,0
"554",9,-41,0
"555",9,-40,0
"556",9,-39,0
"557",9,-38,0
"558",9,-37,0
"559",9,-36,0
"560",9,-35,0.0454545454545455
"561",9,-34,0
"562",9,-33,0
"563",9,-32,0
"564",9,-31,0.012987012987013
"565",9,-30,0.00943396226415094
"566",9,-29,0
"567",9,-28,0.0196078431372549
"568",9,-27,0.028735632183908
"569",9,-26,0.0127118644067797
"570",9,-25,0.0218978102189781
"571",9,-24,0.0243161094224924
"572",9,-23,0.0353535353535354
"573",9,-22,0.0216110019646365
"574",9,-21,0.0456140350877193
"575",9,-20,0.0629685157421289
"576",9,-19,0.0548271752085816
"577",9,-18,0.083984375
"578",9,-17,0.0811044003451251
"579",9,-16,0.0940711462450593
"580",9,-15,0.13769123783032
"581",9,-14,0.134965473948525
"582",9,-13,0.15767878077374
"583",9,-12,0.189496480779643
"584",9,-11,0.213122605363985
"585",9,-10,0.25512104283054
"586",9,-9,0.268473983384346
"587",9,-8,0.329918032786885
"588",9,-7,0.362530413625304
"589",9,-6,0.40228013029316
"590",9,-5,0.499797816417307
"591",9,-4,0.532135728542914
"592",9,-3,0.581109699279966
"593",9,-2,0.626102292768959
"594",9,-1,0.687108325872874
"595",9,0,0.735137747704205
"596",9,1,0.773060029282577
"597",9,2,0.799121844127333
"598",9,3,0.829800121138704
"599",9,4,0.874217772215269
"600",9,5,0.924128503075871
"601",9,6,0.925868725868726
"602",9,7,0.939799331103679
"603",9,8,0.968932038834951
"604",9,9,0.976897689768977
"605",9,10,0.976623376623377
"606",9,11,0.987748851454824
"607",9,12,0.981034482758621
"608",9,13,0.991434689507495
"609",9,14,0.99236641221374
"610",9,15,0.990625
"611",9,16,0.992779783393502
"612",9,17,1
"613",9,18,0.994350282485876
"614",9,19,1
"615",9,20,1
"616",9,21,1
"617",9,22,1
"618",9,23,1
"619",9,24,1
"620",9,25,1
"621",9,26,1
"622",9,27,1
"623",9,28,1
"624",9,29,1
"625",9,30,1
"626",9,31,1
"627",9,32,1
"628",9,33,1
"629",9,34,1
"630",9,35,1
"631",9,36,1
"632",9,38,1
"633",9,42,1
"634",10,-54,0
"635",10,-47,0
"636",10,-46,0
"637",10,-45,0
"638",10,-44,0
"639",10,-43,0
"640",10,-42,0
"641",10,-41,0
"642",10,-40,0
"643",10,-39,0
"644",10,-38,0
"645",10,-37,0
"646",10,-36,0
"647",10,-35,0
"648",10,-34,0
"649",10,-33,0
"650",10,-32,0.0133333333333333
"651",10,-31,0
"652",10,-30,0.00819672131147541
"653",10,-29,0
"654",10,-28,0.0106382978723404
"655",10,-27,0.0196078431372549
"656",10,-26,0.0245901639344262
"657",10,-25,0.00884955752212389
"658",10,-24,0.0231958762886598
"659",10,-23,0.0167364016736402
"660",10,-22,0.0452898550724638
"661",10,-21,0.0421216848673947
"662",10,-20,0.0437086092715232
"663",10,-19,0.0406779661016949
"664",10,-18,0.0537944284341979
"665",10,-17,0.0718667835232252
"666",10,-16,0.0766312594840668
"667",10,-15,0.0972622478386167
"668",10,-14,0.114733542319749
"669",10,-13,0.128009395184968
"670",10,-12,0.167735042735043
"671",10,-11,0.188205128205128
"672",10,-10,0.225915221579961
"673",10,-9,0.268073641670409
"674",10,-8,0.317822651448639
"675",10,-7,0.359435173299101
"676",10,-6,0.405405405405405
"677",10,-5,0.459928762243989
"678",10,-4,0.508771929824561
"679",10,-3,0.572536496350365
"680",10,-2,0.658772353794103
"681",10,-1,0.680615680615681
"682",10,0,0.754090233019336
"683",10,1,0.79106085083468
"684",10,2,0.81807973048849
"685",10,3,0.864570737605804
"686",10,4,0.889107611548556
"687",10,5,0.916549789621318
"688",10,6,0.926868044515103
"689",10,7,0.95742832319722
"690",10,8,0.967213114754098
"691",10,9,0.981744421906694
"692",10,10,0.979542719614922
"693",10,11,0.98625
"694",10,12,0.991004497751124
"695",10,13,0.993517017828201
"696",10,14,1
"697",10,15,0.995475113122172
"698",10,16,0.99737532808399
"699",10,17,1
"700",10,18,1
"701",10,19,1
"702",10,20,1
"703",10,21,1
"704",10,22,1
"705",10,23,0.989010989010989
"706",10,24,1
"707",10,25,1
"708",10,26,1
"709",10,27,1
"710",10,28,1
"711",10,29,1
"712",10,30,1
"713",10,31,1
"714",10,32,1
"715",10,33,1
"716",10,34,1
"717",10,35,1
"718",10,36,1
"719",10,37,1
"720",10,38,1
"721",10,39,1
"722",10,40,1
"723",10,42,1
"724",10,44,1
"725",11,-56,0
"726",11,-50,0
"727",11,-49,0
"728",11,-47,0
"729",11,-46,0
"730",11,-45,0
"731",11,-44,0
"732",11,-43,0
"733",11,-42,0
"734",11,-41,0
"735",11,-40,0
"736",11,-39,0
"737",11,-38,0
"738",11,-37,0
"739",11,-36,0
"740",11,-35,0
"741",11,-34,0
"742",11,-33,0
"743",11,-32,0
"744",11,-31,0.00833333333333333
"745",11,-30,0
"746",11,-29,0.00645161290322581
"747",11,-28,0.00904977375565611
"748",11,-27,0.00408163265306122
"749",11,-26,0.0125391849529781
"750",11,-25,0.00542005420054201
"751",11,-24,0.0133333333333333
"752",11,-23,0.0293542074363992
"753",11,-22,0.0249169435215947
"754",11,-21,0.0363086232980333
"755",11,-20,0.032258064516129
"756",11,-19,0.0387840670859539
"757",11,-18,0.0443655723158829
"758",11,-17,0.0661016949152542
"759",11,-16,0.0727411944869832
"760",11,-15,0.0844570617459191
"761",11,-14,0.0946353224834238
"762",11,-13,0.134703196347032
"763",11,-12,0.156430446194226
"764",11,-11,0.187894736842105
"765",11,-10,0.214847590953786
"766",11,-9,0.25750469043152
"767",11,-8,0.283294117647059
"768",11,-7,0.363285024154589
"769",11,-6,0.415226529659038
"770",11,-5,0.465558194774347
"771",11,-4,0.512682926829268
"772",11,-3,0.570522205954124
"773",11,-2,0.630608175473579
"774",11,-1,0.709944751381215
"775",11,0,0.731837606837607
"776",11,1,0.778801843317972
"777",11,2,0.828339575530587
"778",11,3,0.884389288047028
"779",11,4,0.895364238410596
"780",11,5,0.930300807043287
"781",11,6,0.943695479777954
"782",11,7,0.963804713804714
"783",11,8,0.975330396475771
"784",11,9,0.983430799220273
"785",11,10,0.978213507625272
"786",11,11,0.992805755395683
"787",11,12,0.988636363636364
"788",11,13,0.997005988023952
"789",11,14,0.996575342465753
"790",11,15,1
"791",11,16,0.995327102803738
"792",11,17,0.997167138810198
"793",11,18,1
"794",11,19,1
"795",11,20,1
"796",11,21,1
"797",11,22,1
"798",11,23,1
"799",11,24,1
"800",11,25,1
"801",11,26,1
"802",11,27,1
"803",11,28,1
"804",11,29,1
"805",11,30,1
"806",11,31,1
"807",11,32,1
"808",11,33,1
"809",11,34,1
"810",11,35,1
"811",11,36,1
"812",11,37,1
"813",11,38,1
"814",11,39,1
"815",11,40,1
"816",11,42,1
"817",11,45,1
"818",11,51,1
"819",12,-53,0
"820",12,-50,0
"821",12,-47,0
"822",12,-46,0
"823",12,-44,0
"824",12,-43,0
"825",12,-42,0
"826",12,-41,0
"827",12,-40,0
"828",12,-39,0
"829",12,-38,0
"830",12,-37,0
"831",12,-36,0
"832",12,-35,0.0192307692307692
"833",12,-34,0
"834",12,-33,0
"835",12,-32,0
"836",12,-31,0
"837",12,-30,0
"838",12,-29,0.00505050505050505
"839",12,-28,0
"840",12,-27,0.00396825396825397
"841",12,-26,0.00619195046439629
"842",12,-25,0.02
"843",12,-24,0.0119521912350598
"844",12,-23,0.0190641247833622
"845",12,-22,0.0240963855421687
"846",12,-21,0.0158311345646438
"847",12,-20,0.0259593679458239
"848",12,-19,0.0341796875
"849",12,-18,0.0452127659574468
"850",12,-17,0.0547184773988898
"851",12,-16,0.0673913043478261
"852",12,-15,0.0728346456692913
"853",12,-14,0.114439784301977
"854",12,-13,0.112256586483391
"855",12,-12,0.153163152053274
"856",12,-11,0.169337606837607
"857",12,-10,0.209326424870466
"858",12,-9,0.258247422680412
"859",12,-8,0.304282115869018
"860",12,-7,0.340782122905028
"861",12,-6,0.390895596239485
"862",12,-5,0.456589958158996
"863",12,-4,0.508127949659151
"864",12,-3,0.58716577540107
"865",12,-2,0.63008356545961
"866",12,-1,0.679617117117117
"867",12,0,0.764812575574365
"868",12,1,0.787972721636702
"869",12,2,0.851900393184797
"870",12,3,0.89300134589502
"871",12,4,0.898224043715847
"872",12,5,0.939786585365854
"873",12,6,0.950038431975403
"874",12,7,0.961636828644501
"875",12,8,0.974605954465849
"876",12,9,0.983606557377049
"877",12,10,0.984143763213531
"878",12,11,0.992125984251969
"879",12,12,0.998765432098765
"880",12,13,0.997222222222222
"881",12,14,0.993067590987868
"882",12,15,0.994800693240901
"883",12,16,1
"884",12,17,0.997907949790795
"885",12,18,1
"886",12,19,1
"887",12,20,1
"888",12,21,1
"889",12,22,1
"890",12,23,1
"891",12,24,1
"892",12,25,1
"893",12,26,1
"894",12,27,1
"895",12,28,1
"896",12,29,1
"897",12,30,1
"898",12,31,1
"899",12,32,1
"900",12,33,1
"901",12,34,1
"902",12,35,1
"903",12,36,1
"904",12,37,1
"905",12,38,1
"906",12,39,1
"907",12,40,1
"908",12,41,1
"909",12,42,1
"910",12,43,1
"911",12,44,1
"912",12,45,1
"913",12,46,1
"914",12,53,1
"915",12,57,1
"916",12,60,1
"917",13,-55,0
"918",13,-54,0
"919",13,-50,0
"920",13,-49,0
"921",13,-46,0
"922",13,-45,0
"923",13,-44,0
"924",13,-43,0
"925",13,-42,0
"926",13,-41,0
"927",13,-40,0
"928",13,-39,0
"929",13,-38,0
"930",13,-37,0
"931",13,-36,0
"932",13,-35,0
"933",13,-34,0
"934",13,-33,0
"935",13,-32,0
"936",13,-31,0
"937",13,-30,0.00568181818181818
"938",13,-29,0.00421940928270042
"939",13,-28,0
"940",13,-27,0.0093167701863354
"941",13,-26,0.00505050505050505
"942",13,-25,0.0178571428571429
"943",13,-24,0.014
"944",13,-23,0.0212121212121212
"945",13,-22,0.0182584269662921
"946",13,-21,0.0254452926208651
"947",13,-20,0.0183982683982684
"948",13,-19,0.027992277992278
"949",13,-18,0.0499569336778639
"950",13,-17,0.0440627333831217
"951",13,-16,0.0661278471711976
"952",13,-15,0.0799475753604194
"953",13,-14,0.0929095354523227
"954",13,-13,0.110981987216734
"955",13,-12,0.127780946948089
"956",13,-11,0.16074357572444
"957",13,-10,0.198316675433982
"958",13,-9,0.256020942408377
"959",13,-8,0.279241306638567
"960",13,-7,0.33474352194606
"961",13,-6,0.390217969165338
"962",13,-5,0.464516129032258
"963",13,-4,0.532444959443801
"964",13,-3,0.564310544611819
"965",13,-2,0.63329312424608
"966",13,-1,0.699136868064118
"967",13,0,0.753135313531353
"968",13,1,0.816689466484268
"969",13,2,0.84961884961885
"970",13,3,0.876691729323308
"971",13,4,0.91358024691358
"972",13,5,0.936102236421725
"973",13,6,0.954623287671233
"974",13,7,0.970509383378016
"975",13,8,0.982575024201355
"976",13,9,0.981094527363184
"977",13,10,0.992790937178167
"978",13,11,0.998899889988999
"979",13,12,0.99636803874092
"980",13,13,0.99404052443385
"981",13,14,0.997300944669366
"982",13,15,1
"983",13,16,0.998344370860927
"984",13,17,0.998106060606061
"985",13,18,1
"986",13,19,1
"987",13,20,1
"988",13,21,1
"989",13,22,1
"990",13,23,1
"991",13,24,1
"992",13,25,1
"993",13,26,1
"994",13,27,1
"995",13,28,1
"996",13,29,1
"997",13,30,1
"998",13,31,1
"999",13,32,1
"1000",13,33,1
"1001",13,34,1
"1002",13,35,1
"1003",13,36,1
"1004",13,37,1
"1005",13,38,1
"1006",13,39,1
"1007",13,40,1
"1008",13,41,1
"1009",13,42,1
"1010",13,43,1
"1011",13,44,1
"1012",13,45,1
"1013",13,46,1
"1014",13,47,1
"1015",13,48,1
"1016",13,49,1
"1017",13,50,1
"1018",13,51,1
"1019",13,52,1
"1020",13,53,1
"1021",13,58,1
"1022",14,-56,0
"1023",14,-55,0
"1024",14,-54,0
"1025",14,-52,0
"1026",14,-51,0
"1027",14,-48,0
"1028",14,-47,0
"1029",14,-46,0
"1030",14,-45,0
"1031",14,-44,0
"1032",14,-43,0
"1033",14,-42,0
"1034",14,-41,0
"1035",14,-40,0
"1036",14,-39,0
"1037",14,-38,0
"1038",14,-37,0
"1039",14,-36,0
"1040",14,-35,0
"1041",14,-34,0.00970873786407767
"1042",14,-33,0
"1043",14,-32,0
"1044",14,-31,0
"1045",14,-30,0.0040650406504065
"1046",14,-29,0
"1047",14,-28,0.00354609929078014
"1048",14,-27,0.00557103064066852
